profileID,respID,qID,altID,obsID,price,Training_Program,Meal_Plan,Gamification,Counseling,Combined_Training_Session
47,3,2,3,18,20,Yes,Yes,Yes,No,No
9,3,3,1,19,30,No,Yes,No,Yes,No
53,3,3,2,19,20,Yes,No,No,Yes,Yes
48,3,3,3,19,30,Yes,Yes,Yes,No,No
30,3,4,1,20,30,Yes,No,No,No,No
55,3,4,2,20,10,No,Yes,No,Yes,Yes
16,3,4,3,20,10,Yes,No,Yes,Yes,No
49,3,5,1,21,10,No,No,No,Yes,Yes
78,3,5,2,21,30,Yes,No,No,No,Yes
17,3,5,3,21,20,Yes,No,Yes,Yes,No
70,3,6,1,22,10,Yes,Yes,Yes,Yes,Yes
91,3,6,2,22,10,No,Yes,Yes,No,Yes
10,3,6,3,22,10,Yes,Yes,No,Yes,No
26,3,7,1,23,20,No,No,No,No,No
12,3,7,2,23,30,Yes,Yes,No,Yes,No
17,3,7,3,23,20,Yes,No,Yes,Yes,No
14,3,8,1,24,20,No,No,Yes,Yes,No
17,3,8,2,24,20,Yes,No,Yes,Yes,No
87,3,8,3,24,30,No,No,Yes,No,Yes
1,4,1,1,25,10,No,No,No,Yes,No
60,4,1,2,25,30,Yes,Yes,No,Yes,Yes
47,4,1,3,25,20,Yes,Yes,Yes,No,No
21,4,2,1,26,30,No,Yes,Yes,Yes,No
89,4,2,2,26,20,Yes,No,Yes,No,Yes
75,4,2,3,26,30,No,No,No,No,Yes
14,4,3,1,27,20,No,No,Yes,Yes,No
85,4,3,2,27,10,No,No,Yes,No,Yes
47,4,3,3,27,20,Yes,Yes,Yes,No,No
65,4,4,1,28,20,Yes,No,Yes,Yes,Yes
40,4,4,2,28,10,Yes,No,Yes,No,No
43,4,4,3,28,10,No,Yes,Yes,No,No
52,4,5,1,29,10,Yes,No,No,Yes,Yes
26,4,5,2,29,20,No,No,No,No,No
59,4,5,3,29,20,Yes,Yes,No,Yes,Yes
88,4,6,1,30,10,Yes,No,Yes,No,Yes
36,4,6,2,30,30,Yes,Yes,No,No,No
73,4,6,3,30,10,No,No,No,No,Yes
22,4,7,1,31,10,Yes,Yes,Yes,Yes,No
88,4,7,2,31,10,Yes,No,Yes,No,Yes
18,4,7,3,31,30,Yes,No,Yes,Yes,No
3,4,8,1,32,30,No,No,No,Yes,No
12,4,8,2,32,30,Yes,Yes,No,Yes,No
50,4,8,3,32,20,No,No,No,Yes,Yes
72,5,1,1,33,30,Yes,Yes,Yes,Yes,Yes
75,5,1,2,33,30,No,No,No,No,Yes
79,5,1,3,33,10,No,Yes,No,No,Yes
54,5,2,1,34,30,Yes,No,No,Yes,Yes
30,5,2,2,34,30,Yes,No,No,No,No
49,5,2,3,34,10,No,No,No,Yes,Yes
63,5,3,1,35,30,No,No,Yes,Yes,Yes
28,5,3,2,35,10,Yes,No,No,No,No
90,5,3,3,35,30,Yes,No,Yes,No,Yes
30,5,4,1,36,30,Yes,No,No,No,No
20,5,4,2,36,20,No,Yes,Yes,Yes,No
70,5,4,3,36,10,Yes,Yes,Yes,Yes,Yes
57,5,5,1,37,30,No,Yes,No,Yes,Yes
19,5,5,2,37,10,No,Yes,Yes,Yes,No
32,5,5,3,37,20,No,Yes,No,No,No
43,5,6,1,38,10,No,Yes,Yes,No,No
71,5,6,2,38,20,Yes,Yes,Yes,Yes,Yes
27,5,6,3,38,30,No,No,No,No,No
69,5,7,1,39,30,No,Yes,Yes,Yes,Yes
49,5,7,2,39,10,No,No,No,Yes,Yes
64,5,7,3,39,10,Yes,No,Yes,Yes,Yes
38,5,8,1,40,20,No,No,Yes,No,No
24,5,8,2,40,30,Yes,Yes,Yes,Yes,No
61,5,8,3,40,10,No,No,Yes,Yes,Yes
50,6,1,1,41,20,No,No,No,Yes,Yes
93,6,1,2,41,30,No,Yes,Yes,No,Yes
20,6,1,3,41,20,No,Yes,Yes,Yes,No
84,6,2,1,42,30,Yes,Yes,No,No,Yes
75,6,2,2,42,30,No,No,No,No,Yes
65,6,2,3,42,20,Yes,No,Yes,Yes,Yes
37,6,3,1,43,10,No,No,Yes,No,No
81,6,3,2,43,30,No,Yes,No,No,Yes
20,6,3,3,43,20,No,Yes,Yes,Yes,No
52,6,4,1,44,10,Yes,No,No,Yes,Yes
7,6,4,2,44,10,No,Yes,No,Yes,No
70,6,4,3,44,10,Yes,Yes,Yes,Yes,Yes
20,6,5,1,45,20,No,Yes,Yes,Yes,No
88,6,5,2,45,10,Yes,No,Yes,No,Yes
57,6,5,3,45,30,No,Yes,No,Yes,Yes
8,6,6,1,46,20,No,Yes,No,Yes,No
64,6,6,2,46,10,Yes,No,Yes,Yes,Yes
6,6,6,3,46,30,Yes,No,No,Yes,No
77,6,7,1,47,20,Yes,No,No,No,Yes
3,6,7,2,47,30,No,No,No,Yes,No
31,6,7,3,47,10,No,Yes,No,No,No
66,6,8,1,48,30,Yes,No,Yes,Yes,Yes
94,6,8,2,48,10,Yes,Yes,Yes,No,Yes
70,6,8,3,48,10,Yes,Yes,Yes,Yes,Yes
33,7,1,1,49,30,No,Yes,No,No,No
53,7,1,2,49,20,Yes,No,No,Yes,Yes
21,7,1,3,49,30,No,Yes,Yes,Yes,No
21,7,2,1,50,30,No,Yes,Yes,Yes,No
94,7,2,2,50,10,Yes,Yes,Yes,No,Yes
4,7,2,3,50,10,Yes,No,No,Yes,No
24,7,3,1,51,30,Yes,Yes,Yes,Yes,No
37,7,3,2,51,10,No,No,Yes,No,No
39,7,3,3,51,30,No,No,Yes,No,No
30,7,4,1,52,30,Yes,No,No,No,No
83,7,4,2,52,20,Yes,Yes,No,No,Yes
79,7,4,3,52,10,No,Yes,No,No,Yes
81,7,5,1,53,30,No,Yes,No,No,Yes
23,7,5,2,53,20,Yes,Yes,Yes,Yes,No
32,7,5,3,53,20,No,Yes,No,No,No
19,7,6,1,54,10,No,Yes,Yes,Yes,No
93,7,6,2,54,30,No,Yes,Yes,No,Yes
64,7,6,3,54,10,Yes,No,Yes,Yes,Yes
10,7,7,1,55,10,Yes,Yes,No,Yes,No
68,7,7,2,55,20,No,Yes,Yes,Yes,Yes
34,7,7,3,55,10,Yes,Yes,No,No,No
11,7,8,1,56,20,Yes,Yes,No,Yes,No
89,7,8,2,56,20,Yes,No,Yes,No,Yes
94,7,8,3,56,10,Yes,Yes,Yes,No,Yes
49,8,1,1,57,10,No,No,No,Yes,Yes
18,8,1,2,57,30,Yes,No,Yes,Yes,No
11,8,1,3,57,20,Yes,Yes,No,Yes,No
69,8,2,1,58,30,No,Yes,Yes,Yes,Yes
13,8,2,2,58,10,No,No,Yes,Yes,No
85,8,2,3,58,10,No,No,Yes,No,Yes
43,8,3,1,59,10,No,Yes,Yes,No,No
15,8,3,2,59,30,No,No,Yes,Yes,No
26,8,3,3,59,20,No,No,No,No,No
89,8,4,1,60,20,Yes,No,Yes,No,Yes
92,8,4,2,60,20,No,Yes,Yes,No,Yes
20,8,4,3,60,20,No,Yes,Yes,Yes,No
25,8,5,1,61,10,No,No,No,No,No
5,8,5,2,61,20,Yes,No,No,Yes,No
34,8,5,3,61,10,Yes,Yes,No,No,No
96,8,6,1,62,30,Yes,Yes,Yes,No,Yes
26,8,6,2,62,20,No,No,No,No,No
49,8,6,3,62,10,No,No,No,Yes,Yes
19,8,7,1,63,10,No,Yes,Yes,Yes,No
26,8,7,2,63,20,No,No,No,No,No
86,8,7,3,63,20,No,No,Yes,No,Yes
12,8,8,1,64,30,Yes,Yes,No,Yes,No
84,8,8,2,64,30,Yes,Yes,No,No,Yes
30,8,8,3,64,30,Yes,No,No,No,No
84,9,1,1,65,30,Yes,Yes,No,No,Yes
59,9,1,2,65,20,Yes,Yes,No,Yes,Yes
17,9,1,3,65,20,Yes,No,Yes,Yes,No
89,9,2,1,66,20,Yes,No,Yes,No,Yes
25,9,2,2,66,10,No,No,No,No,No
64,9,2,3,66,10,Yes,No,Yes,Yes,Yes
95,9,3,1,67,20,Yes,Yes,Yes,No,Yes
31,9,3,2,67,10,No,Yes,No,No,No
50,9,3,3,67,20,No,No,No,Yes,Yes
29,9,4,1,68,20,Yes,No,No,No,No
28,9,4,2,68,10,Yes,No,No,No,No
43,9,4,3,68,10,No,Yes,Yes,No,No
61,9,5,1,69,10,No,No,Yes,Yes,Yes
8,9,5,2,69,20,No,Yes,No,Yes,No
10,9,5,3,69,10,Yes,Yes,No,Yes,No
16,9,6,1,70,10,Yes,No,Yes,Yes,No
25,9,6,2,70,10,No,No,No,No,No
6,9,6,3,70,30,Yes,No,No,Yes,No
29,9,7,1,71,20,Yes,No,No,No,No
75,9,7,2,71,30,No,No,No,No,Yes
71,9,7,3,71,20,Yes,Yes,Yes,Yes,Yes
6,9,8,1,72,30,Yes,No,No,Yes,No
21,9,8,2,72,30,No,Yes,Yes,Yes,No
85,9,8,3,72,10,No,No,Yes,No,Yes
70,10,1,1,73,10,Yes,Yes,Yes,Yes,Yes
88,10,1,2,73,10,Yes,No,Yes,No,Yes
43,10,1,3,73,10,No,Yes,Yes,No,No
86,10,2,1,74,20,No,No,Yes,No,Yes
93,10,2,2,74,30,No,Yes,Yes,No,Yes
24,10,2,3,74,30,Yes,Yes,Yes,Yes,No
70,10,3,1,75,10,Yes,Yes,Yes,Yes,Yes
24,10,3,2,75,30,Yes,Yes,Yes,Yes,No
90,10,3,3,75,30,Yes,No,Yes,No,Yes
37,10,4,1,76,10,No,No,Yes,No,No
28,10,4,2,76,10,Yes,No,No,No,No
19,10,4,3,76,10,No,Yes,Yes,Yes,No
14,10,5,1,77,20,No,No,Yes,Yes,No
42,10,5,2,77,30,Yes,No,Yes,No,No
52,10,5,3,77,10,Yes,No,No,Yes,Yes
7,10,6,1,78,10,No,Yes,No,Yes,No
18,10,6,2,78,30,Yes,No,Yes,Yes,No
88,10,6,3,78,10,Yes,No,Yes,No,Yes
76,10,7,1,79,10,Yes,No,No,No,Yes
54,10,7,2,79,30,Yes,No,No,Yes,Yes
85,10,7,3,79,10,No,No,Yes,No,Yes
86,10,8,1,80,20,No,No,Yes,No,Yes
72,10,8,2,80,30,Yes,Yes,Yes,Yes,Yes
91,10,8,3,80,10,No,Yes,Yes,No,Yes
17,11,1,1,81,20,Yes,No,Yes,Yes,No
15,11,1,2,81,30,No,No,Yes,Yes,No
83,11,1,3,81,20,Yes,Yes,No,No,Yes
21,11,2,1,82,30,No,Yes,Yes,Yes,No
58,11,2,2,82,10,Yes,Yes,No,Yes,Yes
81,11,2,3,82,30,No,Yes,No,No,Yes
36,11,3,1,83,30,Yes,Yes,No,No,No
83,11,3,2,83,20,Yes,Yes,No,No,Yes
46,11,3,3,83,10,Yes,Yes,Yes,No,No
40,11,4,1,84,10,Yes,No,Yes,No,No
67,11,4,2,84,10,No,Yes,Yes,Yes,Yes
77,11,4,3,84,20,Yes,No,No,No,Yes
93,11,5,1,85,30,No,Yes,Yes,No,Yes
4,11,5,2,85,10,Yes,No,No,Yes,No
72,11,5,3,85,30,Yes,Yes,Yes,Yes,Yes
37,11,6,1,86,10,No,No,Yes,No,No
93,11,6,2,86,30,No,Yes,Yes,No,Yes
47,11,6,3,86,20,Yes,Yes,Yes,No,No
20,11,7,1,87,20,No,Yes,Yes,Yes,No
19,11,7,2,87,10,No,Yes,Yes,Yes,No
63,11,7,3,87,30,No,No,Yes,Yes,Yes
17,11,8,1,88,20,Yes,No,Yes,Yes,No
93,11,8,2,88,30,No,Yes,Yes,No,Yes
36,11,8,3,88,30,Yes,Yes,No,No,No
50,12,1,1,89,20,No,No,No,Yes,Yes
18,12,1,2,89,30,Yes,No,Yes,Yes,No
94,12,1,3,89,10,Yes,Yes,Yes,No,Yes
88,12,2,1,90,10,Yes,No,Yes,No,Yes
64,12,2,2,90,10,Yes,No,Yes,Yes,Yes
59,12,2,3,90,20,Yes,Yes,No,Yes,Yes
11,12,3,1,91,20,Yes,Yes,No,Yes,No
92,12,3,2,91,20,No,Yes,Yes,No,Yes
94,12,3,3,91,10,Yes,Yes,Yes,No,Yes
73,12,4,1,92,10,No,No,No,No,Yes
12,12,4,2,92,30,Yes,Yes,No,Yes,No
79,12,4,3,92,10,No,Yes,No,No,Yes
91,12,5,1,93,10,No,Yes,Yes,No,Yes
9,12,5,2,93,30,No,Yes,No,Yes,No
34,12,5,3,93,10,Yes,Yes,No,No,No
36,12,6,1,94,30,Yes,Yes,No,No,No
8,12,6,2,94,20,No,Yes,No,Yes,No
95,12,6,3,94,20,Yes,Yes,Yes,No,Yes
58,12,7,1,95,10,Yes,Yes,No,Yes,Yes
15,12,7,2,95,30,No,No,Yes,Yes,No
8,12,7,3,95,20,No,Yes,No,Yes,No
59,12,8,1,96,20,Yes,Yes,No,Yes,Yes
15,12,8,2,96,30,No,No,Yes,Yes,No
58,12,8,3,96,10,Yes,Yes,No,Yes,Yes
92,13,1,1,97,20,No,Yes,Yes,No,Yes
44,13,1,2,97,20,No,Yes,Yes,No,No
26,13,1,3,97,20,No,No,No,No,No
25,13,2,1,98,10,No,No,No,No,No
9,13,2,2,98,30,No,Yes,No,Yes,No
37,13,2,3,98,10,No,No,Yes,No,No
36,13,3,1,99,30,Yes,Yes,No,No,No
78,13,3,2,99,30,Yes,No,No,No,Yes
7,13,3,3,99,10,No,Yes,No,Yes,No
35,13,4,1,100,20,Yes,Yes,No,No,No
42,13,4,2,100,30,Yes,No,Yes,No,No
29,13,4,3,100,20,Yes,No,No,No,No
6,13,5,1,101,30,Yes,No,No,Yes,No
35,13,5,2,101,20,Yes,Yes,No,No,No
2,13,5,3,101,20,No,No,No,Yes,No
91,13,6,1,102,10,No,Yes,Yes,No,Yes
2,13,6,2,102,20,No,No,No,Yes,No
60,13,6,3,102,30,Yes,Yes,No,Yes,Yes
50,13,7,1,103,20,No,No,No,Yes,Yes
57,13,7,2,103,30,No,Yes,No,Yes,Yes
5,13,7,3,103,20,Yes,No,No,Yes,No
52,13,8,1,104,10,Yes,No,No,Yes,Yes
8,13,8,2,104,20,No,Yes,No,Yes,No
79,13,8,3,104,10,No,Yes,No,No,Yes
48,14,1,1,105,30,Yes,Yes,Yes,No,No
83,14,1,2,105,20,Yes,Yes,No,No,Yes
87,14,1,3,105,30,No,No,Yes,No,Yes
13,14,2,1,106,10,No,No,Yes,Yes,No
76,14,2,2,106,10,Yes,No,No,No,Yes
12,14,2,3,106,30,Yes,Yes,No,Yes,No
44,14,3,1,107,20,No,Yes,Yes,No,No
82,14,3,2,107,10,Yes,Yes,No,No,Yes
90,14,3,3,107,30,Yes,No,Yes,No,Yes
40,14,4,1,108,10,Yes,No,Yes,No,No
67,14,4,2,108,10,No,Yes,Yes,Yes,Yes
26,14,4,3,108,20,No,No,No,No,No
2,14,5,1,109,20,No,No,No,Yes,No
1,14,5,2,109,10,No,No,No,Yes,No
26,14,5,3,109,20,No,No,No,No,No
65,14,6,1,110,20,Yes,No,Yes,Yes,Yes
6,14,6,2,110,30,Yes,No,No,Yes,No
34,14,6,3,110,10,Yes,Yes,No,No,No
30,14,7,1,111,30,Yes,No,No,No,No
67,14,7,2,111,10,No,Yes,Yes,Yes,Yes
63,14,7,3,111,30,No,No,Yes,Yes,Yes
67,14,8,1,112,10,No,Yes,Yes,Yes,Yes
25,14,8,2,112,10,No,No,No,No,No
86,14,8,3,112,20,No,No,Yes,No,Yes
7,15,1,1,113,10,No,Yes,No,Yes,No
71,15,1,2,113,20,Yes,Yes,Yes,Yes,Yes
37,15,1,3,113,10,No,No,Yes,No,No
53,15,2,1,114,20,Yes,No,No,Yes,Yes
63,15,2,2,114,30,No,No,Yes,Yes,Yes
13,15,2,3,114,10,No,No,Yes,Yes,No
67,15,3,1,115,10,No,Yes,Yes,Yes,Yes
27,15,3,2,115,30,No,No,No,No,No
57,15,3,3,115,30,No,Yes,No,Yes,Yes
39,15,4,1,116,30,No,No,Yes,No,No
9,15,4,2,116,30,No,Yes,No,Yes,No
3,15,4,3,116,30,No,No,No,Yes,No
14,15,5,1,117,20,No,No,Yes,Yes,No
35,15,5,2,117,20,Yes,Yes,No,No,No
63,15,5,3,117,30,No,No,Yes,Yes,Yes
23,15,6,1,118,20,Yes,Yes,Yes,Yes,No
37,15,6,2,118,10,No,No,Yes,No,No
31,15,6,3,118,10,No,Yes,No,No,No
27,15,7,1,119,30,No,No,No,No,No
13,15,7,2,119,10,No,No,Yes,Yes,No
82,15,7,3,119,10,Yes,Yes,No,No,Yes
53,15,8,1,120,20,Yes,No,No,Yes,Yes
45,15,8,2,120,30,No,Yes,Yes,No,No
95,15,8,3,120,20,Yes,Yes,Yes,No,Yes
71,16,1,1,121,20,Yes,Yes,Yes,Yes,Yes
40,16,1,2,121,10,Yes,No,Yes,No,No
49,16,1,3,121,10,No,No,No,Yes,Yes
65,16,2,1,122,20,Yes,No,Yes,Yes,Yes
21,16,2,2,122,30,No,Yes,Yes,Yes,No
18,16,2,3,122,30,Yes,No,Yes,Yes,No
47,16,3,1,123,20,Yes,Yes,Yes,No,No
31,16,3,2,123,10,No,Yes,No,No,No
41,16,3,3,123,20,Yes,No,Yes,No,No
51,16,4,1,124,30,No,No,No,Yes,Yes
95,16,4,2,124,20,Yes,Yes,Yes,No,Yes
68,16,4,3,124,20,No,Yes,Yes,Yes,Yes
16,16,5,1,125,10,Yes,No,Yes,Yes,No
62,16,5,2,125,20,No,No,Yes,Yes,Yes
52,16,5,3,125,10,Yes,No,No,Yes,Yes
34,16,6,1,126,10,Yes,Yes,No,No,No
50,16,6,2,126,20,No,No,No,Yes,Yes
72,16,6,3,126,30,Yes,Yes,Yes,Yes,Yes
2,16,7,1,127,20,No,No,No,Yes,No
89,16,7,2,127,20,Yes,No,Yes,No,Yes
81,16,7,3,127,30,No,Yes,No,No,Yes
26,16,8,1,128,20,No,No,No,No,No
52,16,8,2,128,10,Yes,No,No,Yes,Yes
28,16,8,3,128,10,Yes,No,No,No,No
87,17,1,1,129,30,No,No,Yes,No,Yes
75,17,1,2,129,30,No,No,No,No,Yes
93,17,1,3,129,30,No,Yes,Yes,No,Yes
51,17,2,1,130,30,No,No,No,Yes,Yes
85,17,2,2,130,10,No,No,Yes,No,Yes
22,17,2,3,130,10,Yes,Yes,Yes,Yes,No
79,17,3,1,131,10,No,Yes,No,No,Yes
18,17,3,2,131,30,Yes,No,Yes,Yes,No
70,17,3,3,131,10,Yes,Yes,Yes,Yes,Yes
12,17,4,1,132,30,Yes,Yes,No,Yes,No
73,17,4,2,132,10,No,No,No,No,Yes
71,17,4,3,132,20,Yes,Yes,Yes,Yes,Yes
87,17,5,1,133,30,No,No,Yes,No,Yes
49,17,5,2,133,10,No,No,No,Yes,Yes
71,17,5,3,133,20,Yes,Yes,Yes,Yes,Yes
12,17,6,1,134,30,Yes,Yes,No,Yes,No
6,17,6,2,134,30,Yes,No,No,Yes,No
66,17,6,3,134,30,Yes,No,Yes,Yes,Yes
34,17,7,1,135,10,Yes,Yes,No,No,No
39,17,7,2,135,30,No,No,Yes,No,No
82,17,7,3,135,10,Yes,Yes,No,No,Yes
79,17,8,1,136,10,No,Yes,No,No,Yes
11,17,8,2,136,20,Yes,Yes,No,Yes,No
84,17,8,3,136,30,Yes,Yes,No,No,Yes
60,18,1,1,137,30,Yes,Yes,No,Yes,Yes
94,18,1,2,137,10,Yes,Yes,Yes,No,Yes
86,18,1,3,137,20,No,No,Yes,No,Yes
82,18,2,1,138,10,Yes,Yes,No,No,Yes
45,18,2,2,138,30,No,Yes,Yes,No,No
22,18,2,3,138,10,Yes,Yes,Yes,Yes,No
6,18,3,1,139,30,Yes,No,No,Yes,No
66,18,3,2,139,30,Yes,No,Yes,Yes,Yes
35,18,3,3,139,20,Yes,Yes,No,No,No
60,18,4,1,140,30,Yes,Yes,No,Yes,Yes
59,18,4,2,140,20,Yes,Yes,No,Yes,Yes
36,18,4,3,140,30,Yes,Yes,No,No,No
64,18,5,1,141,10,Yes,No,Yes,Yes,Yes
33,18,5,2,141,30,No,Yes,No,No,No
29,18,5,3,141,20,Yes,No,No,No,No
94,18,6,1,142,10,Yes,Yes,Yes,No,Yes
53,18,6,2,142,20,Yes,No,No,Yes,Yes
23,18,6,3,142,20,Yes,Yes,Yes,Yes,No
43,18,7,1,143,10,No,Yes,Yes,No,No
36,18,7,2,143,30,Yes,Yes,No,No,No
22,18,7,3,143,10,Yes,Yes,Yes,Yes,No
92,18,8,1,144,20,No,Yes,Yes,No,Yes
74,18,8,2,144,20,No,No,No,No,Yes
61,18,8,3,144,10,No,No,Yes,Yes,Yes
1,19,1,1,145,10,No,No,No,Yes,No
49,19,1,2,145,10,No,No,No,Yes,Yes
19,19,1,3,145,10,No,Yes,Yes,Yes,No
55,19,2,1,146,10,No,Yes,No,Yes,Yes
82,19,2,2,146,10,Yes,Yes,No,No,Yes
3,19,2,3,146,30,No,No,No,Yes,No
70,19,3,1,147,10,Yes,Yes,Yes,Yes,Yes
81,19,3,2,147,30,No,Yes,No,No,Yes
41,19,3,3,147,20,Yes,No,Yes,No,No
63,19,4,1,148,30,No,No,Yes,Yes,Yes
36,19,4,2,148,30,Yes,Yes,No,No,No
10,19,4,3,148,10,Yes,Yes,No,Yes,No
90,19,5,1,149,30,Yes,No,Yes,No,Yes
8,19,5,2,149,20,No,Yes,No,Yes,No
81,19,5,3,149,30,No,Yes,No,No,Yes
93,19,6,1,150,30,No,Yes,Yes,No,Yes
32,19,6,2,150,20,No,Yes,No,No,No
5,19,6,3,150,20,Yes,No,No,Yes,No
65,19,7,1,151,20,Yes,No,Yes,Yes,Yes
86,19,7,2,151,20,No,No,Yes,No,Yes
31,19,7,3,151,10,No,Yes,No,No,No
60,19,8,1,152,30,Yes,Yes,No,Yes,Yes
81,19,8,2,152,30,No,Yes,No,No,Yes
84,19,8,3,152,30,Yes,Yes,No,No,Yes
19,20,1,1,153,10,No,Yes,Yes,Yes,No
21,20,1,2,153,30,No,Yes,Yes,Yes,No
50,20,1,3,153,20,No,No,No,Yes,Yes
73,20,2,1,154,10,No,No,No,No,Yes
12,20,2,2,154,30,Yes,Yes,No,Yes,No
5,20,2,3,154,20,Yes,No,No,Yes,No
51,20,3,1,155,30,No,No,No,Yes,Yes
66,20,3,2,155,30,Yes,No,Yes,Yes,Yes
47,20,3,3,155,20,Yes,Yes,Yes,No,No
21,20,4,1,156,30,No,Yes,Yes,Yes,No
29,20,4,2,156,20,Yes,No,No,No,No
55,20,4,3,156,10,No,Yes,No,Yes,Yes
42,20,5,1,157,30,Yes,No,Yes,No,No
90,20,5,2,157,30,Yes,No,Yes,No,Yes
46,20,5,3,157,10,Yes,Yes,Yes,No,No
80,20,6,1,158,20,No,Yes,No,No,Yes
72,20,6,2,158,30,Yes,Yes,Yes,Yes,Yes
18,20,6,3,158,30,Yes,No,Yes,Yes,No
41,20,7,1,159,20,Yes,No,Yes,No,No
37,20,7,2,159,10,No,No,Yes,No,No
45,20,7,3,159,30,No,Yes,Yes,No,No
13,20,8,1,160,10,No,No,Yes,Yes,No
15,20,8,2,160,30,No,No,Yes,Yes,No
37,20,8,3,160,10,No,No,Yes,No,No
29,21,1,1,161,20,Yes,No,No,No,No
59,21,1,2,161,20,Yes,Yes,No,Yes,Yes
21,21,1,3,161,30,No,Yes,Yes,Yes,No
29,21,2,1,162,20,Yes,No,No,No,No
57,21,2,2,162,30,No,Yes,No,Yes,Yes
49,21,2,3,162,10,No,No,No,Yes,Yes
76,21,3,1,163,10,Yes,No,No,No,Yes
61,21,3,2,163,10,No,No,Yes,Yes,Yes
28,21,3,3,163,10,Yes,No,No,No,No
85,21,4,1,164,10,No,No,Yes,No,Yes
17,21,4,2,164,20,Yes,No,Yes,Yes,No
78,21,4,3,164,30,Yes,No,No,No,Yes
87,21,5,1,165,30,No,No,Yes,No,Yes
20,21,5,2,165,20,No,Yes,Yes,Yes,No
66,21,5,3,165,30,Yes,No,Yes,Yes,Yes
83,21,6,1,166,20,Yes,Yes,No,No,Yes
28,21,6,2,166,10,Yes,No,No,No,No
63,21,6,3,166,30,No,No,Yes,Yes,Yes
75,21,7,1,167,30,No,No,No,No,Yes
89,21,7,2,167,20,Yes,No,Yes,No,Yes
5,21,7,3,167,20,Yes,No,No,Yes,No
39,21,8,1,168,30,No,No,Yes,No,No
31,21,8,2,168,10,No,Yes,No,No,No
5,21,8,3,168,20,Yes,No,No,Yes,No
72,22,1,1,169,30,Yes,Yes,Yes,Yes,Yes
26,22,1,2,169,20,No,No,No,No,No
34,22,1,3,169,10,Yes,Yes,No,No,No
37,22,2,1,170,10,No,No,Yes,No,No
8,22,2,2,170,20,No,Yes,No,Yes,No
2,22,2,3,170,20,No,No,No,Yes,No
89,22,3,1,171,20,Yes,No,Yes,No,Yes
88,22,3,2,171,10,Yes,No,Yes,No,Yes
35,22,3,3,171,20,Yes,Yes,No,No,No
