profileID,respID,qID,altID,obsID,price,Training_Program,Meal_Plan,Gamification,Counseling,Combined_Training_Session
77,3,7,2,23,20,AI,generic,Leaderboards,FALSE,Two Plus
82,3,7,3,23,10,AI,personalized,Leaderboards,FALSE,Two Plus
34,3,8,1,24,10,AI,personalized,Leaderboards,FALSE,Two Max
33,3,8,2,24,30,generic,personalized,Leaderboards,FALSE,Two Max
78,3,8,3,24,30,AI,generic,Leaderboards,FALSE,Two Plus
21,4,1,1,25,30,generic,personalized,Challenges & Leaderboards,TRUE,Two Max
13,4,1,2,25,10,generic,generic,Challenges & Leaderboards,TRUE,Two Max
26,4,1,3,25,20,generic,generic,Leaderboards,FALSE,Two Max
85,4,2,1,26,10,generic,generic,Challenges & Leaderboards,FALSE,Two Plus
88,4,2,2,26,10,AI,generic,Challenges & Leaderboards,FALSE,Two Plus
92,4,2,3,26,20,generic,personalized,Challenges & Leaderboards,FALSE,Two Plus
89,4,3,1,27,20,AI,generic,Challenges & Leaderboards,FALSE,Two Plus
82,4,3,2,27,10,AI,personalized,Leaderboards,FALSE,Two Plus
9,4,3,3,27,30,generic,personalized,Leaderboards,TRUE,Two Max
32,4,4,1,28,20,generic,personalized,Leaderboards,FALSE,Two Max
88,4,4,2,28,10,AI,generic,Challenges & Leaderboards,FALSE,Two Plus
19,4,4,3,28,10,generic,personalized,Challenges & Leaderboards,TRUE,Two Max
50,4,5,1,29,20,generic,generic,Leaderboards,TRUE,Two Plus
63,4,5,2,29,30,generic,generic,Challenges & Leaderboards,TRUE,Two Plus
88,4,5,3,29,10,AI,generic,Challenges & Leaderboards,FALSE,Two Plus
94,4,6,1,30,10,AI,personalized,Challenges & Leaderboards,FALSE,Two Plus
35,4,6,2,30,20,AI,personalized,Leaderboards,FALSE,Two Max
52,4,6,3,30,10,AI,generic,Leaderboards,TRUE,Two Plus
72,4,7,1,31,30,AI,personalized,Challenges & Leaderboards,TRUE,Two Plus
2,4,7,2,31,20,generic,generic,Leaderboards,TRUE,Two Max
62,4,7,3,31,20,generic,generic,Challenges & Leaderboards,TRUE,Two Plus
13,4,8,1,32,10,generic,generic,Challenges & Leaderboards,TRUE,Two Max
19,4,8,2,32,10,generic,personalized,Challenges & Leaderboards,TRUE,Two Max
5,4,8,3,32,20,AI,generic,Leaderboards,TRUE,Two Max
86,5,1,1,33,20,generic,generic,Challenges & Leaderboards,FALSE,Two Plus
23,5,1,2,33,20,AI,personalized,Challenges & Leaderboards,TRUE,Two Max
82,5,1,3,33,10,AI,personalized,Leaderboards,FALSE,Two Plus
35,5,2,1,34,20,AI,personalized,Leaderboards,FALSE,Two Max
59,5,2,2,34,20,AI,personalized,Leaderboards,TRUE,Two Plus
74,5,2,3,34,20,generic,generic,Leaderboards,FALSE,Two Plus
21,5,3,1,35,30,generic,personalized,Challenges & Leaderboards,TRUE,Two Max
72,5,3,2,35,30,AI,personalized,Challenges & Leaderboards,TRUE,Two Plus
58,5,3,3,35,10,AI,personalized,Leaderboards,TRUE,Two Plus
84,5,4,1,36,30,AI,personalized,Leaderboards,FALSE,Two Plus
57,5,4,2,36,30,generic,personalized,Leaderboards,TRUE,Two Plus
41,5,4,3,36,20,AI,generic,Challenges & Leaderboards,FALSE,Two Max
80,5,5,1,37,20,generic,personalized,Leaderboards,FALSE,Two Plus
45,5,5,2,37,30,generic,personalized,Challenges & Leaderboards,FALSE,Two Max
87,5,5,3,37,30,generic,generic,Challenges & Leaderboards,FALSE,Two Plus
13,5,6,1,38,10,generic,generic,Challenges & Leaderboards,TRUE,Two Max
53,5,6,2,38,20,AI,generic,Leaderboards,TRUE,Two Plus
33,5,6,3,38,30,generic,personalized,Leaderboards,FALSE,Two Max
56,5,7,1,39,20,generic,personalized,Leaderboards,TRUE,Two Plus
78,5,7,2,39,30,AI,generic,Leaderboards,FALSE,Two Plus
61,5,7,3,39,10,generic,generic,Challenges & Leaderboards,TRUE,Two Plus
30,5,8,1,40,30,AI,generic,Leaderboards,FALSE,Two Max
69,5,8,2,40,30,generic,personalized,Challenges & Leaderboards,TRUE,Two Plus
66,5,8,3,40,30,AI,generic,Challenges & Leaderboards,TRUE,Two Plus
1,6,1,1,41,10,generic,generic,Leaderboards,TRUE,Two Max
12,6,1,2,41,30,AI,personalized,Leaderboards,TRUE,Two Max
15,6,1,3,41,30,generic,generic,Challenges & Leaderboards,TRUE,Two Max
17,6,2,1,42,20,AI,generic,Challenges & Leaderboards,TRUE,Two Max
55,6,2,2,42,10,generic,personalized,Leaderboards,TRUE,Two Plus
71,6,2,3,42,20,AI,personalized,Challenges & Leaderboards,TRUE,Two Plus
61,6,3,1,43,10,generic,generic,Challenges & Leaderboards,TRUE,Two Plus
43,6,3,2,43,10,generic,personalized,Challenges & Leaderboards,FALSE,Two Max
47,6,3,3,43,20,AI,personalized,Challenges & Leaderboards,FALSE,Two Max
38,6,4,1,44,20,generic,generic,Challenges & Leaderboards,FALSE,Two Max
55,6,4,2,44,10,generic,personalized,Leaderboards,TRUE,Two Plus
96,6,4,3,44,30,AI,personalized,Challenges & Leaderboards,FALSE,Two Plus
80,6,5,1,45,20,generic,personalized,Leaderboards,FALSE,Two Plus
41,6,5,2,45,20,AI,generic,Challenges & Leaderboards,FALSE,Two Max
43,6,5,3,45,10,generic,personalized,Challenges & Leaderboards,FALSE,Two Max
52,6,6,1,46,10,AI,generic,Leaderboards,TRUE,Two Plus
92,6,6,2,46,20,generic,personalized,Challenges & Leaderboards,FALSE,Two Plus
87,6,6,3,46,30,generic,generic,Challenges & Leaderboards,FALSE,Two Plus
47,6,7,1,47,20,AI,personalized,Challenges & Leaderboards,FALSE,Two Max
6,6,7,2,47,30,AI,generic,Leaderboards,TRUE,Two Max
55,6,7,3,47,10,generic,personalized,Leaderboards,TRUE,Two Plus
1,6,8,1,48,10,generic,generic,Leaderboards,TRUE,Two Max
10,6,8,2,48,10,AI,personalized,Leaderboards,TRUE,Two Max
34,6,8,3,48,10,AI,personalized,Leaderboards,FALSE,Two Max
89,7,1,1,49,20,AI,generic,Challenges & Leaderboards,FALSE,Two Plus
16,7,1,2,49,10,AI,generic,Challenges & Leaderboards,TRUE,Two Max
10,7,1,3,49,10,AI,personalized,Leaderboards,TRUE,Two Max
1,7,2,1,50,10,generic,generic,Leaderboards,TRUE,Two Max
59,7,2,2,50,20,AI,personalized,Leaderboards,TRUE,Two Plus
18,7,2,3,50,30,AI,generic,Challenges & Leaderboards,TRUE,Two Max
49,7,3,1,51,10,generic,generic,Leaderboards,TRUE,Two Plus
7,7,3,2,51,10,generic,personalized,Leaderboards,TRUE,Two Max
78,7,3,3,51,30,AI,generic,Leaderboards,FALSE,Two Plus
87,7,4,1,52,30,generic,generic,Challenges & Leaderboards,FALSE,Two Plus
43,7,4,2,52,10,generic,personalized,Challenges & Leaderboards,FALSE,Two Max
66,7,4,3,52,30,AI,generic,Challenges & Leaderboards,TRUE,Two Plus
60,7,5,1,53,30,AI,personalized,Leaderboards,TRUE,Two Plus
74,7,5,2,53,20,generic,generic,Leaderboards,FALSE,Two Plus
58,7,5,3,53,10,AI,personalized,Leaderboards,TRUE,Two Plus
17,7,6,1,54,20,AI,generic,Challenges & Leaderboards,TRUE,Two Max
48,7,6,2,54,30,AI,personalized,Challenges & Leaderboards,FALSE,Two Max
47,7,6,3,54,20,AI,personalized,Challenges & Leaderboards,FALSE,Two Max
69,7,7,1,55,30,generic,personalized,Challenges & Leaderboards,TRUE,Two Plus
86,7,7,2,55,20,generic,generic,Challenges & Leaderboards,FALSE,Two Plus
22,7,7,3,55,10,AI,personalized,Challenges & Leaderboards,TRUE,Two Max
75,7,8,1,56,30,generic,generic,Leaderboards,FALSE,Two Plus
62,7,8,2,56,20,generic,generic,Challenges & Leaderboards,TRUE,Two Plus
69,7,8,3,56,30,generic,personalized,Challenges & Leaderboards,TRUE,Two Plus
87,8,1,1,57,30,generic,generic,Challenges & Leaderboards,FALSE,Two Plus
23,8,1,2,57,20,AI,personalized,Challenges & Leaderboards,TRUE,Two Max
5,8,1,3,57,20,AI,generic,Leaderboards,TRUE,Two Max
77,8,2,1,58,20,AI,generic,Leaderboards,FALSE,Two Plus
89,8,2,2,58,20,AI,generic,Challenges & Leaderboards,FALSE,Two Plus
69,8,2,3,58,30,generic,personalized,Challenges & Leaderboards,TRUE,Two Plus
42,8,3,1,59,30,AI,generic,Challenges & Leaderboards,FALSE,Two Max
33,8,3,2,59,30,generic,personalized,Leaderboards,FALSE,Two Max
95,8,3,3,59,20,AI,personalized,Challenges & Leaderboards,FALSE,Two Plus
42,8,4,1,60,30,AI,generic,Challenges & Leaderboards,FALSE,Two Max
81,8,4,2,60,30,generic,personalized,Leaderboards,FALSE,Two Plus
94,8,4,3,60,10,AI,personalized,Challenges & Leaderboards,FALSE,Two Plus
8,8,5,1,61,20,generic,personalized,Leaderboards,TRUE,Two Max
19,8,5,2,61,10,generic,personalized,Challenges & Leaderboards,TRUE,Two Max
87,8,5,3,61,30,generic,generic,Challenges & Leaderboards,FALSE,Two Plus
1,8,6,1,62,10,generic,generic,Leaderboards,TRUE,Two Max
35,8,6,2,62,20,AI,personalized,Leaderboards,FALSE,Two Max
40,8,6,3,62,10,AI,generic,Challenges & Leaderboards,FALSE,Two Max
18,8,7,1,63,30,AI,generic,Challenges & Leaderboards,TRUE,Two Max
61,8,7,2,63,10,generic,generic,Challenges & Leaderboards,TRUE,Two Plus
17,8,7,3,63,20,AI,generic,Challenges & Leaderboards,TRUE,Two Max
36,8,8,1,64,30,AI,personalized,Leaderboards,FALSE,Two Max
4,8,8,2,64,10,AI,generic,Leaderboards,TRUE,Two Max
50,8,8,3,64,20,generic,generic,Leaderboards,TRUE,Two Plus
17,9,1,1,65,20,AI,generic,Challenges & Leaderboards,TRUE,Two Max
68,9,1,2,65,20,generic,personalized,Challenges & Leaderboards,TRUE,Two Plus
71,9,1,3,65,20,AI,personalized,Challenges & Leaderboards,TRUE,Two Plus
18,9,2,1,66,30,AI,generic,Challenges & Leaderboards,TRUE,Two Max
68,9,2,2,66,20,generic,personalized,Challenges & Leaderboards,TRUE,Two Plus
49,9,2,3,66,10,generic,generic,Leaderboards,TRUE,Two Plus
81,9,3,1,67,30,generic,personalized,Leaderboards,FALSE,Two Plus
43,9,3,2,67,10,generic,personalized,Challenges & Leaderboards,FALSE,Two Max
50,9,3,3,67,20,generic,generic,Leaderboards,TRUE,Two Plus
76,9,4,1,68,10,AI,generic,Leaderboards,FALSE,Two Plus
79,9,4,2,68,10,generic,personalized,Leaderboards,FALSE,Two Plus
88,9,4,3,68,10,AI,generic,Challenges & Leaderboards,FALSE,Two Plus
83,9,5,1,69,20,AI,personalized,Leaderboards,FALSE,Two Plus
75,9,5,2,69,30,generic,generic,Leaderboards,FALSE,Two Plus
78,9,5,3,69,30,AI,generic,Leaderboards,FALSE,Two Plus
20,9,6,1,70,20,generic,personalized,Challenges & Leaderboards,TRUE,Two Max
27,9,6,2,70,30,generic,generic,Leaderboards,FALSE,Two Max
80,9,6,3,70,20,generic,personalized,Leaderboards,FALSE,Two Plus
90,9,7,1,71,30,AI,generic,Challenges & Leaderboards,FALSE,Two Plus
20,9,7,2,71,20,generic,personalized,Challenges & Leaderboards,TRUE,Two Max
58,9,7,3,71,10,AI,personalized,Leaderboards,TRUE,Two Plus
31,9,8,1,72,10,generic,personalized,Leaderboards,FALSE,Two Max
85,9,8,2,72,10,generic,generic,Challenges & Leaderboards,FALSE,Two Plus
70,9,8,3,72,10,AI,personalized,Challenges & Leaderboards,TRUE,Two Plus
4,10,1,1,73,10,AI,generic,Leaderboards,TRUE,Two Max
64,10,1,2,73,10,AI,generic,Challenges & Leaderboards,TRUE,Two Plus
47,10,1,3,73,20,AI,personalized,Challenges & Leaderboards,FALSE,Two Max
77,10,2,1,74,20,AI,generic,Leaderboards,FALSE,Two Plus
30,10,2,2,74,30,AI,generic,Leaderboards,FALSE,Two Max
50,10,2,3,74,20,generic,generic,Leaderboards,TRUE,Two Plus
32,10,3,1,75,20,generic,personalized,Leaderboards,FALSE,Two Max
35,10,3,2,75,20,AI,personalized,Leaderboards,FALSE,Two Max
70,10,3,3,75,10,AI,personalized,Challenges & Leaderboards,TRUE,Two Plus
42,10,4,1,76,30,AI,generic,Challenges & Leaderboards,FALSE,Two Max
5,10,4,2,76,20,AI,generic,Leaderboards,TRUE,Two Max
68,10,4,3,76,20,generic,personalized,Challenges & Leaderboards,TRUE,Two Plus
41,10,5,1,77,20,AI,generic,Challenges & Leaderboards,FALSE,Two Max
96,10,5,2,77,30,AI,personalized,Challenges & Leaderboards,FALSE,Two Plus
2,10,5,3,77,20,generic,generic,Leaderboards,TRUE,Two Max
65,10,6,1,78,20,AI,generic,Challenges & Leaderboards,TRUE,Two Plus
47,10,6,2,78,20,AI,personalized,Challenges & Leaderboards,FALSE,Two Max
2,10,6,3,78,20,generic,generic,Leaderboards,TRUE,Two Max
84,10,7,1,79,30,AI,personalized,Leaderboards,FALSE,Two Plus
36,10,7,2,79,30,AI,personalized,Leaderboards,FALSE,Two Max
12,10,7,3,79,30,AI,personalized,Leaderboards,TRUE,Two Max
29,10,8,1,80,20,AI,generic,Leaderboards,FALSE,Two Max
63,10,8,2,80,30,generic,generic,Challenges & Leaderboards,TRUE,Two Plus
45,10,8,3,80,30,generic,personalized,Challenges & Leaderboards,FALSE,Two Max
74,11,1,1,81,20,generic,generic,Leaderboards,FALSE,Two Plus
31,11,1,2,81,10,generic,personalized,Leaderboards,FALSE,Two Max
20,11,1,3,81,20,generic,personalized,Challenges & Leaderboards,TRUE,Two Max
15,11,2,1,82,30,generic,generic,Challenges & Leaderboards,TRUE,Two Max
71,11,2,2,82,20,AI,personalized,Challenges & Leaderboards,TRUE,Two Plus
60,11,2,3,82,30,AI,personalized,Leaderboards,TRUE,Two Plus
26,11,3,1,83,20,generic,generic,Leaderboards,FALSE,Two Max
30,11,3,2,83,30,AI,generic,Leaderboards,FALSE,Two Max
62,11,3,3,83,20,generic,generic,Challenges & Leaderboards,TRUE,Two Plus
24,11,4,1,84,30,AI,personalized,Challenges & Leaderboards,TRUE,Two Max
21,11,4,2,84,30,generic,personalized,Challenges & Leaderboards,TRUE,Two Max
46,11,4,3,84,10,AI,personalized,Challenges & Leaderboards,FALSE,Two Max
33,11,5,1,85,30,generic,personalized,Leaderboards,FALSE,Two Max
91,11,5,2,85,10,generic,personalized,Challenges & Leaderboards,FALSE,Two Plus
44,11,5,3,85,20,generic,personalized,Challenges & Leaderboards,FALSE,Two Max
61,11,6,1,86,10,generic,generic,Challenges & Leaderboards,TRUE,Two Plus
76,11,6,2,86,10,AI,generic,Leaderboards,FALSE,Two Plus
70,11,6,3,86,10,AI,personalized,Challenges & Leaderboards,TRUE,Two Plus
45,11,7,1,87,30,generic,personalized,Challenges & Leaderboards,FALSE,Two Max
36,11,7,2,87,30,AI,personalized,Leaderboards,FALSE,Two Max
42,11,7,3,87,30,AI,generic,Challenges & Leaderboards,FALSE,Two Max
16,11,8,1,88,10,AI,generic,Challenges & Leaderboards,TRUE,Two Max
65,11,8,2,88,20,AI,generic,Challenges & Leaderboards,TRUE,Two Plus
19,11,8,3,88,10,generic,personalized,Challenges & Leaderboards,TRUE,Two Max
57,12,1,1,89,30,generic,personalized,Leaderboards,TRUE,Two Plus
18,12,1,2,89,30,AI,generic,Challenges & Leaderboards,TRUE,Two Max
50,12,1,3,89,20,generic,generic,Leaderboards,TRUE,Two Plus
57,12,2,1,90,30,generic,personalized,Leaderboards,TRUE,Two Plus
43,12,2,2,90,10,generic,personalized,Challenges & Leaderboards,FALSE,Two Max
76,12,2,3,90,10,AI,generic,Leaderboards,FALSE,Two Plus
81,12,3,1,91,30,generic,personalized,Leaderboards,FALSE,Two Plus
56,12,3,2,91,20,generic,personalized,Leaderboards,TRUE,Two Plus
48,12,3,3,91,30,AI,personalized,Challenges & Leaderboards,FALSE,Two Max
42,12,4,1,92,30,AI,generic,Challenges & Leaderboards,FALSE,Two Max
70,12,4,2,92,10,AI,personalized,Challenges & Leaderboards,TRUE,Two Plus
72,12,4,3,92,30,AI,personalized,Challenges & Leaderboards,TRUE,Two Plus
90,12,5,1,93,30,AI,generic,Challenges & Leaderboards,FALSE,Two Plus
36,12,5,2,93,30,AI,personalized,Leaderboards,FALSE,Two Max
71,12,5,3,93,20,AI,personalized,Challenges & Leaderboards,TRUE,Two Plus
55,12,6,1,94,10,generic,personalized,Leaderboards,TRUE,Two Plus
96,12,6,2,94,30,AI,personalized,Challenges & Leaderboards,FALSE,Two Plus
52,12,6,3,94,10,AI,generic,Leaderboards,TRUE,Two Plus
39,12,7,1,95,30,generic,generic,Challenges & Leaderboards,FALSE,Two Max
56,12,7,2,95,20,generic,personalized,Leaderboards,TRUE,Two Plus
58,12,7,3,95,10,AI,personalized,Leaderboards,TRUE,Two Plus
84,12,8,1,96,30,AI,personalized,Leaderboards,FALSE,Two Plus
54,12,8,2,96,30,AI,generic,Leaderboards,TRUE,Two Plus
80,12,8,3,96,20,generic,personalized,Leaderboards,FALSE,Two Plus
63,13,1,1,97,30,generic,generic,Challenges & Leaderboards,TRUE,Two Plus
38,13,1,2,97,20,generic,generic,Challenges & Leaderboards,FALSE,Two Max
33,13,1,3,97,30,generic,personalized,Leaderboards,FALSE,Two Max
90,13,2,1,98,30,AI,generic,Challenges & Leaderboards,FALSE,Two Plus
87,13,2,2,98,30,generic,generic,Challenges & Leaderboards,FALSE,Two Plus
89,13,2,3,98,20,AI,generic,Challenges & Leaderboards,FALSE,Two Plus
22,13,3,1,99,10,AI,personalized,Challenges & Leaderboards,TRUE,Two Max
31,13,3,2,99,10,generic,personalized,Leaderboards,FALSE,Two Max
38,13,3,3,99,20,generic,generic,Challenges & Leaderboards,FALSE,Two Max
76,13,4,1,100,10,AI,generic,Leaderboards,FALSE,Two Plus
93,13,4,2,100,30,generic,personalized,Challenges & Leaderboards,FALSE,Two Plus
34,13,4,3,100,10,AI,personalized,Leaderboards,FALSE,Two Max
21,13,5,1,101,30,generic,personalized,Challenges & Leaderboards,TRUE,Two Max
43,13,5,2,101,10,generic,personalized,Challenges & Leaderboards,FALSE,Two Max
23,13,5,3,101,20,AI,personalized,Challenges & Leaderboards,TRUE,Two Max
3,13,6,1,102,30,generic,generic,Leaderboards,TRUE,Two Max
23,13,6,2,102,20,AI,personalized,Challenges & Leaderboards,TRUE,Two Max
12,13,6,3,102,30,AI,personalized,Leaderboards,TRUE,Two Max
84,13,7,1,103,30,AI,personalized,Leaderboards,FALSE,Two Plus
38,13,7,2,103,20,generic,generic,Challenges & Leaderboards,FALSE,Two Max
92,13,7,3,103,20,generic,personalized,Challenges & Leaderboards,FALSE,Two Plus
63,13,8,1,104,30,generic,generic,Challenges & Leaderboards,TRUE,Two Plus
2,13,8,2,104,20,generic,generic,Leaderboards,TRUE,Two Max
93,13,8,3,104,30,generic,personalized,Challenges & Leaderboards,FALSE,Two Plus
85,14,1,1,105,10,generic,generic,Challenges & Leaderboards,FALSE,Two Plus
14,14,1,2,105,20,generic,generic,Challenges & Leaderboards,TRUE,Two Max
28,14,1,3,105,10,AI,generic,Leaderboards,FALSE,Two Max
39,14,2,1,106,30,generic,generic,Challenges & Leaderboards,FALSE,Two Max
33,14,2,2,106,30,generic,personalized,Leaderboards,FALSE,Two Max
65,14,2,3,106,20,AI,generic,Challenges & Leaderboards,TRUE,Two Plus
59,14,3,1,107,20,AI,personalized,Leaderboards,TRUE,Two Plus
47,14,3,2,107,20,AI,personalized,Challenges & Leaderboards,FALSE,Two Max
64,14,3,3,107,10,AI,generic,Challenges & Leaderboards,TRUE,Two Plus
85,14,4,1,108,10,generic,generic,Challenges & Leaderboards,FALSE,Two Plus
43,14,4,2,108,10,generic,personalized,Challenges & Leaderboards,FALSE,Two Max
55,14,4,3,108,10,generic,personalized,Leaderboards,TRUE,Two Plus
30,14,5,1,109,30,AI,generic,Leaderboards,FALSE,Two Max
84,14,5,2,109,30,AI,personalized,Leaderboards,FALSE,Two Plus
49,14,5,3,109,10,generic,generic,Leaderboards,TRUE,Two Plus
64,14,6,1,110,10,AI,generic,Challenges & Leaderboards,TRUE,Two Plus
45,14,6,2,110,30,generic,personalized,Challenges & Leaderboards,FALSE,Two Max
1,14,6,3,110,10,generic,generic,Leaderboards,TRUE,Two Max
81,14,7,1,111,30,generic,personalized,Leaderboards,FALSE,Two Plus
15,14,7,2,111,30,generic,generic,Challenges & Leaderboards,TRUE,Two Max
51,14,7,3,111,30,generic,generic,Leaderboards,TRUE,Two Plus
37,14,8,1,112,10,generic,generic,Challenges & Leaderboards,FALSE,Two Max
22,14,8,2,112,10,AI,personalized,Challenges & Leaderboards,TRUE,Two Max
96,14,8,3,112,30,AI,personalized,Challenges & Leaderboards,FALSE,Two Plus
66,15,1,1,113,30,AI,generic,Challenges & Leaderboards,TRUE,Two Plus
96,15,1,2,113,30,AI,personalized,Challenges & Leaderboards,FALSE,Two Plus
29,15,1,3,113,20,AI,generic,Leaderboards,FALSE,Two Max
12,15,2,1,114,30,AI,personalized,Leaderboards,TRUE,Two Max
66,15,2,2,114,30,AI,generic,Challenges & Leaderboards,TRUE,Two Plus
43,15,2,3,114,10,generic,personalized,Challenges & Leaderboards,FALSE,Two Max
74,15,3,1,115,20,generic,generic,Leaderboards,FALSE,Two Plus
64,15,3,2,115,10,AI,generic,Challenges & Leaderboards,TRUE,Two Plus
5,15,3,3,115,20,AI,generic,Leaderboards,TRUE,Two Max
56,15,4,1,116,20,generic,personalized,Leaderboards,TRUE,Two Plus
61,15,4,2,116,10,generic,generic,Challenges & Leaderboards,TRUE,Two Plus
7,15,4,3,116,10,generic,personalized,Leaderboards,TRUE,Two Max
9,15,5,1,117,30,generic,personalized,Leaderboards,TRUE,Two Max
60,15,5,2,117,30,AI,personalized,Leaderboards,TRUE,Two Plus
76,15,5,3,117,10,AI,generic,Leaderboards,FALSE,Two Plus
87,15,6,1,118,30,generic,generic,Challenges & Leaderboards,FALSE,Two Plus
64,15,6,2,118,10,AI,generic,Challenges & Leaderboards,TRUE,Two Plus
13,15,6,3,118,10,generic,generic,Challenges & Leaderboards,TRUE,Two Max
26,15,7,1,119,20,generic,generic,Leaderboards,FALSE,Two Max
67,15,7,2,119,10,generic,personalized,Challenges & Leaderboards,TRUE,Two Plus
50,15,7,3,119,20,generic,generic,Leaderboards,TRUE,Two Plus
52,15,8,1,120,10,AI,generic,Leaderboards,TRUE,Two Plus
49,15,8,2,120,10,generic,generic,Leaderboards,TRUE,Two Plus
