profileID,respID,qID,altID,obsID,price,Training_Program,Meal_Plan,Gamification,Counseling,Combined_Training_Session
75,7,1,3,49,30,generic,generic,Leaderboards,FALSE,Two Plus
49,7,2,1,50,10,generic,generic,Leaderboards,TRUE,Two Plus
48,7,2,2,50,30,AI,personalized,Challenges & Leaderboards,FALSE,Two Max
76,7,2,3,50,10,AI,generic,Leaderboards,FALSE,Two Plus
20,7,3,1,51,20,generic,personalized,Challenges & Leaderboards,TRUE,Two Max
5,7,3,2,51,20,AI,generic,Leaderboards,TRUE,Two Max
42,7,3,3,51,30,AI,generic,Challenges & Leaderboards,FALSE,Two Max
82,7,4,1,52,10,AI,personalized,Leaderboards,FALSE,Two Plus
41,7,4,2,52,20,AI,generic,Challenges & Leaderboards,FALSE,Two Max
19,7,4,3,52,10,generic,personalized,Challenges & Leaderboards,TRUE,Two Max
21,7,5,1,53,30,generic,personalized,Challenges & Leaderboards,TRUE,Two Max
91,7,5,2,53,10,generic,personalized,Challenges & Leaderboards,FALSE,Two Plus
93,7,5,3,53,30,generic,personalized,Challenges & Leaderboards,FALSE,Two Plus
74,7,6,1,54,20,generic,generic,Leaderboards,FALSE,Two Plus
47,7,6,2,54,20,AI,personalized,Challenges & Leaderboards,FALSE,Two Max
46,7,6,3,54,10,AI,personalized,Challenges & Leaderboards,FALSE,Two Max
17,7,7,1,55,20,AI,generic,Challenges & Leaderboards,TRUE,Two Max
4,7,7,2,55,10,AI,generic,Leaderboards,TRUE,Two Max
91,7,7,3,55,10,generic,personalized,Challenges & Leaderboards,FALSE,Two Plus
44,7,8,1,56,20,generic,personalized,Challenges & Leaderboards,FALSE,Two Max
84,7,8,2,56,30,AI,personalized,Leaderboards,FALSE,Two Plus
75,7,8,3,56,30,generic,generic,Leaderboards,FALSE,Two Plus
45,8,1,1,57,30,generic,personalized,Challenges & Leaderboards,FALSE,Two Max
58,8,1,2,57,10,AI,personalized,Leaderboards,TRUE,Two Plus
44,8,1,3,57,20,generic,personalized,Challenges & Leaderboards,FALSE,Two Max
7,8,2,1,58,10,generic,personalized,Leaderboards,TRUE,Two Max
14,8,2,2,58,20,generic,generic,Challenges & Leaderboards,TRUE,Two Max
55,8,2,3,58,10,generic,personalized,Leaderboards,TRUE,Two Plus
14,8,3,1,59,20,generic,generic,Challenges & Leaderboards,TRUE,Two Max
77,8,3,2,59,20,AI,generic,Leaderboards,FALSE,Two Plus
4,8,3,3,59,10,AI,generic,Leaderboards,TRUE,Two Max
68,8,4,1,60,20,generic,personalized,Challenges & Leaderboards,TRUE,Two Plus
41,8,4,2,60,20,AI,generic,Challenges & Leaderboards,FALSE,Two Max
48,8,4,3,60,30,AI,personalized,Challenges & Leaderboards,FALSE,Two Max
10,8,5,1,61,10,AI,personalized,Leaderboards,TRUE,Two Max
38,8,5,2,61,20,generic,generic,Challenges & Leaderboards,FALSE,Two Max
39,8,5,3,61,30,generic,generic,Challenges & Leaderboards,FALSE,Two Max
58,8,6,1,62,10,AI,personalized,Leaderboards,TRUE,Two Plus
30,8,6,2,62,30,AI,generic,Leaderboards,FALSE,Two Max
15,8,6,3,62,30,generic,generic,Challenges & Leaderboards,TRUE,Two Max
60,8,7,1,63,30,AI,personalized,Leaderboards,TRUE,Two Plus
17,8,7,2,63,20,AI,generic,Challenges & Leaderboards,TRUE,Two Max
11,8,7,3,63,20,AI,personalized,Leaderboards,TRUE,Two Max
41,8,8,1,64,20,AI,generic,Challenges & Leaderboards,FALSE,Two Max
4,8,8,2,64,10,AI,generic,Leaderboards,TRUE,Two Max
53,8,8,3,64,20,AI,generic,Leaderboards,TRUE,Two Plus
38,9,1,1,65,20,generic,generic,Challenges & Leaderboards,FALSE,Two Max
23,9,1,2,65,20,AI,personalized,Challenges & Leaderboards,TRUE,Two Max
96,9,1,3,65,30,AI,personalized,Challenges & Leaderboards,FALSE,Two Plus
94,9,2,1,66,10,AI,personalized,Challenges & Leaderboards,FALSE,Two Plus
25,9,2,2,66,10,generic,generic,Leaderboards,FALSE,Two Max
79,9,2,3,66,10,generic,personalized,Leaderboards,FALSE,Two Plus
86,9,3,1,67,20,generic,generic,Challenges & Leaderboards,FALSE,Two Plus
91,9,3,2,67,10,generic,personalized,Challenges & Leaderboards,FALSE,Two Plus
16,9,3,3,67,10,AI,generic,Challenges & Leaderboards,TRUE,Two Max
70,9,4,1,68,10,AI,personalized,Challenges & Leaderboards,TRUE,Two Plus
79,9,4,2,68,10,generic,personalized,Leaderboards,FALSE,Two Plus
9,9,4,3,68,30,generic,personalized,Leaderboards,TRUE,Two Max
94,9,5,1,69,10,AI,personalized,Challenges & Leaderboards,FALSE,Two Plus
3,9,5,2,69,30,generic,generic,Leaderboards,TRUE,Two Max
28,9,5,3,69,10,AI,generic,Leaderboards,FALSE,Two Max
12,9,6,1,70,30,AI,personalized,Leaderboards,TRUE,Two Max
38,9,6,2,70,20,generic,generic,Challenges & Leaderboards,FALSE,Two Max
63,9,6,3,70,30,generic,generic,Challenges & Leaderboards,TRUE,Two Plus
82,9,7,1,71,10,AI,personalized,Leaderboards,FALSE,Two Plus
17,9,7,2,71,20,AI,generic,Challenges & Leaderboards,TRUE,Two Max
34,9,7,3,71,10,AI,personalized,Leaderboards,FALSE,Two Max
61,9,8,1,72,10,generic,generic,Challenges & Leaderboards,TRUE,Two Plus
23,9,8,2,72,20,AI,personalized,Challenges & Leaderboards,TRUE,Two Max
47,9,8,3,72,20,AI,personalized,Challenges & Leaderboards,FALSE,Two Max
8,10,1,1,73,20,generic,personalized,Leaderboards,TRUE,Two Max
95,10,1,2,73,20,AI,personalized,Challenges & Leaderboards,FALSE,Two Plus
69,10,1,3,73,30,generic,personalized,Challenges & Leaderboards,TRUE,Two Plus
39,10,2,1,74,30,generic,generic,Challenges & Leaderboards,FALSE,Two Max
29,10,2,2,74,20,AI,generic,Leaderboards,FALSE,Two Max
74,10,2,3,74,20,generic,generic,Leaderboards,FALSE,Two Plus
29,10,3,1,75,20,AI,generic,Leaderboards,FALSE,Two Max
13,10,3,2,75,10,generic,generic,Challenges & Leaderboards,TRUE,Two Max
34,10,3,3,75,10,AI,personalized,Leaderboards,FALSE,Two Max
91,10,4,1,76,10,generic,personalized,Challenges & Leaderboards,FALSE,Two Plus
43,10,4,2,76,10,generic,personalized,Challenges & Leaderboards,FALSE,Two Max
92,10,4,3,76,20,generic,personalized,Challenges & Leaderboards,FALSE,Two Plus
9,10,5,1,77,30,generic,personalized,Leaderboards,TRUE,Two Max
35,10,5,2,77,20,AI,personalized,Leaderboards,FALSE,Two Max
51,10,5,3,77,30,generic,generic,Leaderboards,TRUE,Two Plus
21,10,6,1,78,30,generic,personalized,Challenges & Leaderboards,TRUE,Two Max
55,10,6,2,78,10,generic,personalized,Leaderboards,TRUE,Two Plus
3,10,6,3,78,30,generic,generic,Leaderboards,TRUE,Two Max
34,10,7,1,79,10,AI,personalized,Leaderboards,FALSE,Two Max
43,10,7,2,79,10,generic,personalized,Challenges & Leaderboards,FALSE,Two Max
8,10,7,3,79,20,generic,personalized,Leaderboards,TRUE,Two Max
48,10,8,1,80,30,AI,personalized,Challenges & Leaderboards,FALSE,Two Max
27,10,8,2,80,30,generic,generic,Leaderboards,FALSE,Two Max
73,10,8,3,80,10,generic,generic,Leaderboards,FALSE,Two Plus
86,11,1,1,81,20,generic,generic,Challenges & Leaderboards,FALSE,Two Plus
81,11,1,2,81,30,generic,personalized,Leaderboards,FALSE,Two Plus
20,11,1,3,81,20,generic,personalized,Challenges & Leaderboards,TRUE,Two Max
14,11,2,1,82,20,generic,generic,Challenges & Leaderboards,TRUE,Two Max
54,11,2,2,82,30,AI,generic,Leaderboards,TRUE,Two Plus
65,11,2,3,82,20,AI,generic,Challenges & Leaderboards,TRUE,Two Plus
27,11,3,1,83,30,generic,generic,Leaderboards,FALSE,Two Max
24,11,3,2,83,30,AI,personalized,Challenges & Leaderboards,TRUE,Two Max
31,11,3,3,83,10,generic,personalized,Leaderboards,FALSE,Two Max
44,11,4,1,84,20,generic,personalized,Challenges & Leaderboards,FALSE,Two Max
34,11,4,2,84,10,AI,personalized,Leaderboards,FALSE,Two Max
60,11,4,3,84,30,AI,personalized,Leaderboards,TRUE,Two Plus
36,11,5,1,85,30,AI,personalized,Leaderboards,FALSE,Two Max
26,11,5,2,85,20,generic,generic,Leaderboards,FALSE,Two Max
10,11,5,3,85,10,AI,personalized,Leaderboards,TRUE,Two Max
11,11,6,1,86,20,AI,personalized,Leaderboards,TRUE,Two Max
23,11,6,2,86,20,AI,personalized,Challenges & Leaderboards,TRUE,Two Max
8,11,6,3,86,20,generic,personalized,Leaderboards,TRUE,Two Max
89,11,7,1,87,20,AI,generic,Challenges & Leaderboards,FALSE,Two Plus
82,11,7,2,87,10,AI,personalized,Leaderboards,FALSE,Two Plus
94,11,7,3,87,10,AI,personalized,Challenges & Leaderboards,FALSE,Two Plus
22,11,8,1,88,10,AI,personalized,Challenges & Leaderboards,TRUE,Two Max
37,11,8,2,88,10,generic,generic,Challenges & Leaderboards,FALSE,Two Max
8,11,8,3,88,20,generic,personalized,Leaderboards,TRUE,Two Max
21,12,1,1,89,30,generic,personalized,Challenges & Leaderboards,TRUE,Two Max
23,12,1,2,89,20,AI,personalized,Challenges & Leaderboards,TRUE,Two Max
24,12,1,3,89,30,AI,personalized,Challenges & Leaderboards,TRUE,Two Max
42,12,2,1,90,30,AI,generic,Challenges & Leaderboards,FALSE,Two Max
33,12,2,2,90,30,generic,personalized,Leaderboards,FALSE,Two Max
28,12,2,3,90,10,AI,generic,Leaderboards,FALSE,Two Max
20,12,3,1,91,20,generic,personalized,Challenges & Leaderboards,TRUE,Two Max
45,12,3,2,91,30,generic,personalized,Challenges & Leaderboards,FALSE,Two Max
23,12,3,3,91,20,AI,personalized,Challenges & Leaderboards,TRUE,Two Max
13,12,4,1,92,10,generic,generic,Challenges & Leaderboards,TRUE,Two Max
36,12,4,2,92,30,AI,personalized,Leaderboards,FALSE,Two Max
61,12,4,3,92,10,generic,generic,Challenges & Leaderboards,TRUE,Two Plus
66,12,5,1,93,30,AI,generic,Challenges & Leaderboards,TRUE,Two Plus
20,12,5,2,93,20,generic,personalized,Challenges & Leaderboards,TRUE,Two Max
58,12,5,3,93,10,AI,personalized,Leaderboards,TRUE,Two Plus
55,12,6,1,94,10,generic,personalized,Leaderboards,TRUE,Two Plus
61,12,6,2,94,10,generic,generic,Challenges & Leaderboards,TRUE,Two Plus
63,12,6,3,94,30,generic,generic,Challenges & Leaderboards,TRUE,Two Plus
51,12,7,1,95,30,generic,generic,Leaderboards,TRUE,Two Plus
95,12,7,2,95,20,AI,personalized,Challenges & Leaderboards,FALSE,Two Plus
79,12,7,3,95,10,generic,personalized,Leaderboards,FALSE,Two Plus
37,12,8,1,96,10,generic,generic,Challenges & Leaderboards,FALSE,Two Max
28,12,8,2,96,10,AI,generic,Leaderboards,FALSE,Two Max
72,12,8,3,96,30,AI,personalized,Challenges & Leaderboards,TRUE,Two Plus
72,13,1,1,97,30,AI,personalized,Challenges & Leaderboards,TRUE,Two Plus
24,13,1,2,97,30,AI,personalized,Challenges & Leaderboards,TRUE,Two Max
12,13,1,3,97,30,AI,personalized,Leaderboards,TRUE,Two Max
70,13,2,1,98,10,AI,personalized,Challenges & Leaderboards,TRUE,Two Plus
22,13,2,2,98,10,AI,personalized,Challenges & Leaderboards,TRUE,Two Max
29,13,2,3,98,20,AI,generic,Leaderboards,FALSE,Two Max
56,13,3,1,99,20,generic,personalized,Leaderboards,TRUE,Two Plus
52,13,3,2,99,10,AI,generic,Leaderboards,TRUE,Two Plus
27,13,3,3,99,30,generic,generic,Leaderboards,FALSE,Two Max
23,13,4,1,100,20,AI,personalized,Challenges & Leaderboards,TRUE,Two Max
52,13,4,2,100,10,AI,generic,Leaderboards,TRUE,Two Plus
17,13,4,3,100,20,AI,generic,Challenges & Leaderboards,TRUE,Two Max
9,13,5,1,101,30,generic,personalized,Leaderboards,TRUE,Two Max
74,13,5,2,101,20,generic,generic,Leaderboards,FALSE,Two Plus
51,13,5,3,101,30,generic,generic,Leaderboards,TRUE,Two Plus
53,13,6,1,102,20,AI,generic,Leaderboards,TRUE,Two Plus
59,13,6,2,102,20,AI,personalized,Leaderboards,TRUE,Two Plus
76,13,6,3,102,10,AI,generic,Leaderboards,FALSE,Two Plus
85,13,7,1,103,10,generic,generic,Challenges & Leaderboards,FALSE,Two Plus
84,13,7,2,103,30,AI,personalized,Leaderboards,FALSE,Two Plus
95,13,7,3,103,20,AI,personalized,Challenges & Leaderboards,FALSE,Two Plus
91,13,8,1,104,10,generic,personalized,Challenges & Leaderboards,FALSE,Two Plus
77,13,8,2,104,20,AI,generic,Leaderboards,FALSE,Two Plus
37,13,8,3,104,10,generic,generic,Challenges & Leaderboards,FALSE,Two Max
15,14,1,1,105,30,generic,generic,Challenges & Leaderboards,TRUE,Two Max
88,14,1,2,105,10,AI,generic,Challenges & Leaderboards,FALSE,Two Plus
94,14,1,3,105,10,AI,personalized,Challenges & Leaderboards,FALSE,Two Plus
81,14,2,1,106,30,generic,personalized,Leaderboards,FALSE,Two Plus
47,14,2,2,106,20,AI,personalized,Challenges & Leaderboards,FALSE,Two Max
91,14,2,3,106,10,generic,personalized,Challenges & Leaderboards,FALSE,Two Plus
34,14,3,1,107,10,AI,personalized,Leaderboards,FALSE,Two Max
55,14,3,2,107,10,generic,personalized,Leaderboards,TRUE,Two Plus
18,14,3,3,107,30,AI,generic,Challenges & Leaderboards,TRUE,Two Max
37,14,4,1,108,10,generic,generic,Challenges & Leaderboards,FALSE,Two Max
27,14,4,2,108,30,generic,generic,Leaderboards,FALSE,Two Max
21,14,4,3,108,30,generic,personalized,Challenges & Leaderboards,TRUE,Two Max
59,14,5,1,109,20,AI,personalized,Leaderboards,TRUE,Two Plus
70,14,5,2,109,10,AI,personalized,Challenges & Leaderboards,TRUE,Two Plus
38,14,5,3,109,20,generic,generic,Challenges & Leaderboards,FALSE,Two Max
53,14,6,1,110,20,AI,generic,Leaderboards,TRUE,Two Plus
15,14,6,2,110,30,generic,generic,Challenges & Leaderboards,TRUE,Two Max
40,14,6,3,110,10,AI,generic,Challenges & Leaderboards,FALSE,Two Max
60,14,7,1,111,30,AI,personalized,Leaderboards,TRUE,Two Plus
39,14,7,2,111,30,generic,generic,Challenges & Leaderboards,FALSE,Two Max
27,14,7,3,111,30,generic,generic,Leaderboards,FALSE,Two Max
88,14,8,1,112,10,AI,generic,Challenges & Leaderboards,FALSE,Two Plus
14,14,8,2,112,20,generic,generic,Challenges & Leaderboards,TRUE,Two Max
48,14,8,3,112,30,AI,personalized,Challenges & Leaderboards,FALSE,Two Max
55,15,1,1,113,10,generic,personalized,Leaderboards,TRUE,Two Plus
95,15,1,2,113,20,AI,personalized,Challenges & Leaderboards,FALSE,Two Plus
59,15,1,3,113,20,AI,personalized,Leaderboards,TRUE,Two Plus
79,15,2,1,114,10,generic,personalized,Leaderboards,FALSE,Two Plus
31,15,2,2,114,10,generic,personalized,Leaderboards,FALSE,Two Max
43,15,2,3,114,10,generic,personalized,Challenges & Leaderboards,FALSE,Two Max
39,15,3,1,115,30,generic,generic,Challenges & Leaderboards,FALSE,Two Max
88,15,3,2,115,10,AI,generic,Challenges & Leaderboards,FALSE,Two Plus
79,15,3,3,115,10,generic,personalized,Leaderboards,FALSE,Two Plus
42,15,4,1,116,30,AI,generic,Challenges & Leaderboards,FALSE,Two Max
94,15,4,2,116,10,AI,personalized,Challenges & Leaderboards,FALSE,Two Plus
91,15,4,3,116,10,generic,personalized,Challenges & Leaderboards,FALSE,Two Plus
41,15,5,1,117,20,AI,generic,Challenges & Leaderboards,FALSE,Two Max
93,15,5,2,117,30,generic,personalized,Challenges & Leaderboards,FALSE,Two Plus
11,15,5,3,117,20,AI,personalized,Leaderboards,TRUE,Two Max
2,15,6,1,118,20,generic,generic,Leaderboards,TRUE,Two Max
96,15,6,2,118,30,AI,personalized,Challenges & Leaderboards,FALSE,Two Plus
17,15,6,3,118,20,AI,generic,Challenges & Leaderboards,TRUE,Two Max
14,15,7,1,119,20,generic,generic,Challenges & Leaderboards,TRUE,Two Max
75,15,7,2,119,30,generic,generic,Leaderboards,FALSE,Two Plus
74,15,7,3,119,20,generic,generic,Leaderboards,FALSE,Two Plus
78,15,8,1,120,30,AI,generic,Leaderboards,FALSE,Two Plus
67,15,8,2,120,10,generic,personalized,Challenges & Leaderboards,TRUE,Two Plus
